Frage,Antwort,Referenz
Wen informiere ich bei einem länger andauernden Stromausfall?,"Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" in Abschnitt 2.2.4 ""Immediate Measures in the Event of Power Failure"" ist die Facility Management verantwortlich für die Informierung des BCMO oder CISO, abhängig von der Risikosituation.

Quelle: Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 2.2.4 Immediate Measures in the Event of Power Failure",BCM Handbook – 2.2.4 Power Failure
"An wen soll ich mich wenden, wenn im Gebäude der Strom ausgefallen ist?","Nach dem übergebenen Kontext empfiehlt sich bei einem Stromausfall in Ihrem Gebäude zunächst die Anschaltung des Notrufnummers von STAWAG/Regionetz zu werten. Falls keine direkte Verbindung zum Notruf zustande kommt, sollten Sie als nächstes den Sicherheitsdienst von WSH kontaktieren.",BCM Handbook – 2.2.4 Power Failure
"Was ist meine Aufgabe, wenn ich einen Ausfall der Internetverbindung feststelle – und wer entscheidet über weitere Schritte?","Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" im Abschnitt 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure lautet die Antwort:

Wenn Sie einen Ausfall der Internetverbindung feststellen, haben Sie folgende Aufgaben:

1. Melden Sie den Ausfall dem IT-Administration oder über das Büro nach Anfrage um sofortige Weiterleitung an IT Administration.
2. Durchführen Sie ein Troubleshooting und begrenzen Sie den Schaden (Activity 2).
3. Informieren Sie den BCMO oder CISO, abhängig von der Risikosituation (Activity 3).

Diese Aufgaben sind im Abschnitt ""Table 6: Immediate measures internet connectivity failure"" aufgeführt.

Laut dem Dokument ist auch festgelegt, dass die IT-Administration nach der Meldung des Ausfalls die weiteren Schritte trifft, und zwar:

* Das Durchführen von Troubleshooting-Maßnahmen (Activity 2)
* Die Information an den BCMO oder CISO, abhängig von der Risikosituation (Activity 3)

Somit entscheidet die IT-Administration nach der Meldung des Ausfalls über weitere Schritte.",BCM Handbook – 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure
"Welche Schritte sind vorgesehen, wenn viele Kolleginnen und Kollegen gleichzeitig wegen Krankheit ausfallen und mein Bereich arbeitsunfähig zu werden droht?","Gemäß dem KISTERS_BCM_1-BCHandbook.pdf (Abschnitt 2.2.9) sind bei gleichzeitigen Krankmeldungen von mehreren Kolleginnen/Kollegen die folgenden Schritte einzuleiten:

1. Die betroffenen Personen melden ihre Arbeitsunfähigkeit über krankmeldung@kisters.de oder das zentrale Büro.
2. Der Bereich leitet unverzüglich weitere Maßnahmen ein, um den Betrieb aufrecht zu erhalten.

Darüber hinaus sind auch die Schritte 1-4 aus dem KISTERS_BCM_1-BCHandbook.pdf (Abschnitt 2.2.9) ""Immediate Measures in the event of Staff Shortages due to Illness"" relevant:

1. In den Fällen von Krankmeldungen, informiert der betroffene Mitarbeiter seine Vorgesetzten/Sekretariat.
2. Die Meldung über eine höhere Ausfallquote wird dem Personalwesen und OSH-Bereich gemeldet.
3. Der Bereich prüft die Auswirkungen des Personalmangels und legt, wenn nötig, weitere Maßnahmen fest.
4. Im Falle eines pandemischen oder epidemiologischen Ereignisses müssen offizielle Anweisungen beachtet werden.

Zusätzlich empfiehlt das KISTERS_BCM_3-BCP.pdf (Abschnitt 3.6 Health Care), dass Mitarbeiter, die krank sind, zu Hause bleiben und einen entsprechenden Hinweis an ihre Teamleiter senden, der diese bei Notwendigkeit weiter einschalten kann.

Es ist wichtig, dass in solchen Situationen schnell und effizient reagiert wird, um den Betrieb aufrecht zu erhalten und die Auswirkungen zu minimieren.",BCM Handbook – 2.2.9 Immediate Measures in the event of Staff Shortages due to Illness
Wer ist „Manager of Duty“ (MoD) und welche Rolle spielt diese Funktion im Eskalationsprozess?,"Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" [7] | Section: 3.1 Detection and Reporting ist der ""Manager of Duty"" (MoD) die zentrale Entscheidungszuständigkeit bei einem potenziellen Notfall oder Krisenszenario.

In dem Dokument ""KISTERS_IS_IncidentManagement.pdf"" | Section: Incident ist auch erwähnt, dass der Manager of Duty eine Entscheidungsinstanz in einem kritischen Fall sein kann und er möglicherweise die Entscheidung trifft, einen Notfall auszulösen.

In Bezug auf die Rolle im Eskalationsprozess ist der MoD laut dem Dokument ""KISTERS_IS_IncidentManagement.pdf"" | Section: Emergency (escalated incident) an folgenden Tätigkeiten beteiligt:

- Auslösen des Notfalls
- Entscheidung, ob ein Sicherheitsvorfall oder eine Störung vorliegt
- Informieren der EMT (Emergency Response Team), falls erforderlich

Insgesamt ist der Manager of Duty also eine entscheidende Rolle im Eskalationsprozess und wird zum zentralen Ansprechpartner bei Notfällen.",BCM Handbook – 3.1 Detection and Reporting (Manager of Duty)
Wer ist „Manager of Duty“ und was entscheidet er?,"Der ""Manager of Duty"" (MoD) ist der höchstbefugte Manager des KISTERS-Konzerns, in der Regel der CEO. Er hat die Entscheidungsbefugnis im Falle einer Krise oder Notlage.

Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" (Abschnitt 3.1.2) und ""KISTERS_IS_Organisation.pdf"" (Abschnitt 9 Überblick über die Verantwortlichkeiten) ist der MoD verantwortlich für die Konvokation des Notfallbeauftragten-Teams (EMT).",BCM Handbook – 3.1 MoD
"Welche Fragen sollen IT-Helpdesk-Mitarbeiter stellen, um eine mögliche „Emergency“ zu erkennen?","Nach dem KISTERS BCM 1-BCHandbook müssen IT-Helpdesk-Mitarbeiter die folgenden Fragen stellen, um eine mögliche ""Emergency"" zu erkennen:

* Ist das betroffene IT-System oder die Anwendung ein wesentlicher Bestandteil der Sicherheitsinfrastruktur (Virusmanagement, Firewall usw.)?
* Hat der Ausfall des betroffenen IT-Systems oder der Anwendung einen Einfluss auf eine große Gruppe von Nutzern oder das wichtigste Geschäftsverfahren bei KISTERS?
* Gibt es starke Verdachtsmomente für willkürliche Daten- oder Systemmanipulation (Datenleakage), unautorisierte Rechteausübung oder eine gezielte Angriffe (physisch oder virtuell) auf IT-Komponenten?
* Allgemein: Ist zu erwarten, dass die Auswirkungen des gemeldeten Ereignisses mehr als 24 Stunden andauern? Wenn notwendig, fragen Sie den zweiten Level Support nach Informationen.
* Wird ein kritischer Geschäftsprozess durch den Ausfall beeinträchtigt? Ist zu erwarten, dass die Auswirkungen des gemeldeten Ereignisses mehr als die MTD des Geschäftsprozesses andauern? Wenn notwendig, fragen Sie den zweiten Level Support nach Informationen.
* Hat der Ausfall des betroffenen IT-Systems oder der Anwendung einen Einfluss auf externe Stakeholder wie Kunden, Presse, Aufsichtsbehörden?

Wenn mindestens eine dieser Fragen mit ""JA"" beantwortet werden kann, soll der Manager of Duty unverzüglich benachrichtigt werden.",BCM Handbook – 3.1.2 Key Questions IT Help Desk
"Nach welchen Leitfragen bewertet z. B. das IT Help Desk, ob ein Vorfall das Potenzial für eine Emergency oder Crisis hat?","Laut dem KISTERS_BCM_1-BCHandbook.pdf [3] bewertet das IT Help Desk, ob ein Vorfall das Potenzial für eine Emergency oder Crisis hat, mit den folgenden Leitfragen:

| Key questions for incidents with emergency or crisis potential - IT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | Yes/No   |
|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------|

Diese Leitfragen sind auf Seite 3.1.2 des KISTERS_BCM_1-BCHandbook.pdf [3] zu finden.

Quelle: KISTERS_BCM_1-BCHandbook.pdf [3], Seite 3.1.2, Tabelle 10",BCM Handbook – 3.1.2 Report Recipient: IT Help Desk (1st / 2nd Level Support)
Wo befindet sich der EMT-Raum im Headquarter und über welche alternativen Kanäle kann der EMT zusammenkommen?,"Laut dem Document: KISTERS_BCM_1-BCHandbook.pdf, Abschnitt 3.3 EMT Room (KISTERS Headquarter) ist der EMT-Raum im Hauptquartier von KISTERS in Aachen, Pascalstraße 8-10, Raum D013. Der Zugriff auf diesen Raum ist über ein Unternehmen-Kennwort oder eine Zugangskarte reglementiert.

Für die Alternativen, über die sich der EMT zusammenkommen kann, sind laut Document: KISTERS_BCM_1-BCHandbook.pdf, Abschnitt 3.3.1 Accessibility and Locations of EMT Rooms folgende Kanäle verfügbar:

* Microsoft 365 Teams: KISTERS BCM-ERO (Link siehe [4])
* Microsoft 365 Sharepoint: KISTERS BCM-ERO (Link siehe [5])

Es ist wichtig zu beachten, dass der Zugriff auf diese alternativen Kanäle über die bereits genannten Zugangsmechanismen erfolgen muss.",BCM Handbook – 3.3.1 Accessibility and Locations of EMT Rooms
Wo befindet sich der EMT-Raum im Headquarter?,"Laut dem BCM-Hanbuch von KISTERS ist der EMT-Raum (Emergency Management Team) im Hauptquartier in Aachen (Pascalstraße 8-10, Raum D013). Es besteht auch die Möglichkeit, über Microsoft Teams (KISTERS BCM-ERO) mit dem EMT zusammenzutreffen.",BCM Handbook – 3.3.1 EMT Rooms
Welche Vorbereitungsschritte sind im EMT-Raum vorgesehen?,"Laut dem KISTERS BCM Handbook (Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 3.3.2 Equipment and Preparation) sind folgende Vorbereitungsschritte für den EMT-Raum vorgesehen:

- Räume öffnen und belüften
- Visualisierungsbereiche bereitstellen (z.B. Action Tracking oder Event Timeline)
- Tische und Stühle in einer U-Form ausrichten, um die Visualisierungen zu sehen
- Name- und Rollenkarten vorbereiten
- Notfallhandbuch bereitstellen, Notizbücher starten und mit dem Netzwerk verbinden
- Konferenzcall-Verbindung bereitstellen
- Kommunikationsausrüstung und -technologie auf Betriebserfassung überprüfen
- Verpflegung und Getränke bereitstellen",BCM Handbook – 3.3.2 Equipment
"Welche Punkte müssen bei der Vorbereitung des EMT-Raums beachtet werden, bevor ein Notfallmeeting starten kann?","Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf | Section: 3.3.2 Equipment and Preparation"" müssen folgende Punkte bei der Vorbereitung des EMT-Raums beachtet werden:

- Der Raum muss geöffnet und gelüftet werden.
- Es sollten Visualisierungsoberflächen wie z.B. Action Tracking oder Event Timeline bereitgestellt werden.
- Tische und Stühle in einer U-Form Richtung der Visualisierungsflächen aufgebaut werden.
- Namens- und Rollencards vorbereitet werden.
- Der Notfallkatalog, die Notfallschreiber und das Netzwerk verbinden.
- Eine Konferenzrufverbindung bereitstellen.
- Kommunikationsausrüstung und Technologie zur Betriebsbereitschaft testen.
- Catering und Getränke anbieten.",BCM Handbook – 3.3.2 Equipment and Preparation
"Welche Aufgaben hat das Emergency Management Team bei der Entscheidungsfindung (z. B. Fakten, Optionen, Risiken)?","Das Emergency Management Team folgt dem FOR-DEC-Methode (Facts, Options, Risks - Decision, Execution, Check) bei der Entscheidungsfindung.

Nach [7] , folgt das EMT im Abschnitt ""Principles of EMT work"" der Aufsicht des FOR-DEC-Methode und arbeitet nach dem in Fig. 2 gezeigten circularen Modell des FOR-DEC-Methoden ab.

Also, das Emergency Management Team:

* Fakten (Facts): Sammelt alle notwendigen Informationen
* Optionen (Options): Identifiziert mögliche Lösungen und Kurse der Handlung
* Risiken (Risks): Bewertet potenzielle Risiken und Gefahren
* Entscheidung (Decision): Trefft eine Entscheidung basierend auf den Fakten, Optionen und Risiken
* Ausführung (Execution): Setzt die Entscheidung in die Tat um
* Überprüfung (Check): Überprüft die Wirksamkeit der Maßnahmen","BCM Handbook – 4.1–4.4 Facts / Options / Expenses, Opportunities and Risks / Decision"
"Wie ist grundsätzlich vorgesehen, dass nach einem größeren IT-Ausfall der Betrieb wiederhergestellt wird (Notbetrieb, Wiederanlauf, Rückkehr zum Normalbetrieb)?","Nach einem größeren IT-Ausfall sieht die BCM-Strategie (Business Continuity Management) vor, den Betrieb so schnell wie möglich wiederherzustellen. Dazu wird folgende Prozessabfolge eingeschaltet:

1.  **Notbetrieb**: Zunächst soll der Notbetrieb eingeschaltet werden, wobei IT-Infrastruktur möglichst erhalten bleibt und Funktionen an Hinterbänke verschoben werden.
2.  **Wiederanlaufprozess**: Anschließend wird der Wiederanlaufprozess eingeleitet, bei dem die Schäden bewertet und die Ressourcen wiederhergestellt werden.
3.  **Rückkehr zum Normalbetrieb**: Abschließend soll der Betrieb so schnell wie möglich auf den Normalbetrieb zurückkehren.

In diesem Prozess spielen verschiedene Maßnahmen eine wichtige Rolle, um den Wiederanlauf und die Rückkehr zum Normalbetrieb zu erleichtern. Dazu gehören auch:

*   **Notfallplan**: Ein Notfallplan ist notwendig, um in der Krise entscheidende Schritte einzuleiten.
*   **Ressourcenversorgung**: Für den Wiederanlauf sind genügend Ressourcen erforderlich, die nicht zum Zeitpunkt des IT-Ausfalls verfügbar waren.
*   **Krisenmanagement**: Ein effektives Krisenmanagement ist entscheidend für eine erfolgreiche Rückkehr zum Normalbetrieb.

Die Details dazu finden sich in verschiedenen Dokumenten der KISTERS AG, z.B. im Document: KISTERS_BCM_1-BCHandbook.pdf | Section: 6.3 Failure of IT und im Document: KISTERS_IS_Policy.pdf | Section: 6.1 Information security.

Es ist wichtig zu beachten, dass die spezifischen Schritte im Wiederanlaufprozess je nach Art des IT-Ausfalls variieren können. Daher müssen diese Prozesse immer den spezifischen Bedürfnissen der Organisation und dem Ernstfall angepasst werden.",BCM Handbook – 6.3 Failure of IT (Restart and recovery)
Welche Phasen umfasst die Rückkehr zum Normalbetrieb nach einem Notfall und wer entscheidet über die De-Eskalation?,"Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" im Abschnitt 7 ""Transfer to Normal Operation"" (Überleitung in den Normalbetrieb) werden drei Phasen unterschieden:

1.  **Maßnahmen für die Überleitung** (Measures Required for Transfer): Bevor die De-Eskalation durchgeführt wird, müssen sichergestellt werden, dass die schwerwiegenden Folgen des Notfalls behoben sind und eventuelle Nacharbeiten während der Normalbetriebszeiten durchgeführt werden können.
2.  **De-Eskalation** (De-escalation): Die De-Eskalation wird von der EMT (Emergency Response Team) durchgeführt. Sie beinhaltet die Abschaffung der Sonderrechte der Rollen innerhalb des BCM-ERO und das Informieren der Mitarbeiter, Kunden und Medien über den Rückkehr zum Normalbetrieb.
3.  **Analyse und Bewertung der Notfallreaktion** (Analysis and Evaluation of Emergency Response): Nachdem alle Aktivitäten zur Überleitung abgeschlossen sind, kann die De-Eskalation durchgeführt werden. Die Analyse und Bewertung der Notfallreaktion dient dazu, Fehler zu analysieren und Verbesserungen vorzunehmen.

Quelle: [KISTERS_BCM_1-BCHandbook.pdf](https://kisters.com/de/kb/kritismanagement)",BCM Handbook – 7 Transfer to Normal Operation (7.1 Measures Required for Transfer / 7.2 De-escalation / 7.3 Analysis and Evaluation)
