Frage,Antwort,Referenz
"Was ist meine Aufgabe, wenn ich einen Ausfall der Internetverbindung feststelle – und wer entscheidet über weitere Schritte?","Nachdem wir den Kontext durchgearbeitet haben, lautet die Antwort:

Laut dem Dokument 'KISTERS_BCM_1-BCHandbook.pdf' | Abschnitt: 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure ist deine Aufgabe, wenn du einen Ausfall der Internetverbindung feststellst, die Meldung an das IT-Management oder die zentrale Stelle mit der Bitte um sofortige Weiterleitung.

Die Entscheidungen über weitere Schritte werden gemeinsam vom Team getroffen. Die Rolle des ERT (Emergency Response Team) ist dabei wichtig, da sie sich im Notfall um das Handling der Krise kümmert und in Absprache mit dem IT-Management die notwendigen Maßnahmen trifft.

In Abschnitt 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure lautet die Tabelle: 

|   No. | Activity                                                                                                                                     | Responsible       |
|-------|----------------------------------------------------------------------------------------------------------------------------------------------|-------------------|
|     1 | Internet failure noticed: Report to IT administrationor via the head office with the request for immediate forward- ing to IT administration | Reporting person  |
|     2 | Troubleshooting and damage limitation                                                                                                        | IT administration |
|     3 | Information to BCMOor CISO depending on the risk situ- ation                                                                                 | IT administration |

Das bedeutet, dass die erste Aufgabe darin besteht, das IT-Management zu informieren und sie um die Durchleitung an das zuständige Team zu bitten. Die weiteren Schritte werden gemeinsam mit dem IT-Team besprochen.

Die Entscheidung darüber, wer entscheidet über weitere Schritte ist in Abschnitt 1.3 der Dokumentation 'KISTERS_BCM_9-EP-Internal_IT.pdf' | Abschnitt: 1.2 Stakeholders nicht explizit genannt.",BCM Handbook – 2.2.6 Immediate Measures in the Event of Internet Connectivity Failure
"Welche Schritte sind vorgesehen, wenn viele Kolleginnen und Kollegen gleichzeitig wegen Krankheit ausfallen und mein Bereich arbeitsunfähig zu werden droht?","Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" im Abschnitt 2.2.9 Immediate Measures in the event of Staff Shortages due to Illness sind die folgenden Schritte vorgesehen:

|   No. | Activity                                                                                                                                                                                                                                                                                                                               | Responsible                |
|-------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------|
|     1 | In case of symptoms of infectious diseases: work from home if possible                                                                                                                                                                                                                                                                 | Affected person            |
|     2 | Clarify suspected infection promptly (visit a doctor, self- test if necessary). If infection is confirmed: Report to krankmeldung@kisters.de or the head office                                                                                                                                                                        | Affected person            |
|     3 | In any case, the official regulations applicable to the epi- demic/pandemic must be followed. In particular, if there ist eine Verstärzung der Krankheitsfälle ist es wichtig das die offiziellen Vorschriften zu beachten.   | Affected person            |
|     4 | Notification to supervisor / BU management of sickness- related absence of the person with expected duration of staff absence                                                                                                                                                                                                          | Human resources department |
|     5 | Notify the OHS representative if a high level of sick leave is suspected                                                                                     | Human resources department |",BCM Handbook – 2.2.9 Immediate Measures in the event of Staff Shortages due to Illness
Wer ist „Manager of Duty“ (MoD) und welche Rolle spielt diese Funktion im Eskalationsprozess?,"Der ""Manager of Duty"" (MoD) ist eine Schlüsselrolle im Eskalationsprozess der KISTERS AG. Er wird als zentrale Entscheidungsinstanz in Fällen von kritischen Incidenten oder Notfällen bezeichnet [9].

Laut den Dokumenten von KISTERS hat der MoD die Autorität, in Fällen von kritischen Incidents oder Notfallsituationen zu entscheiden. Er ist auch für die Überwachung des Eskalationsprozesses verantwortlich und wird vom zentralen Entscheidungsträger (ERT) alarmiert [9].

In Dokument KISTERS_BCM_1-BCHandbook.pdf, Abschnitt 3.1 ""Detection and Reporting"", wird erwähnt, dass der MoD bei einer kritischen Situation benachrichtigt werden sollte und es ist auch für die weitere Überwachung des Eskalationsprozesses verantwortlich [9].

In Dokument KISTERS_BCM_7-EP-Generic_Restore.pdf im Abschnitt ""1.2 Stakeholders"" wird der MoD als Entscheidungsinstanz bei kritischen Incidents oder Notfallsituationen genannt.

In KISTERS_BCM_8-EP-KISTERScloud.pdf, Abschnitt 1.2 ""Stakeholder"", ist der MoD ebenfalls eine Schlüsselrolle im Eskalationsprozess genannt.

Außerdem finden sich weitere Erwähnungen des MoD in anderen Dokumenten wie KISTERS_BCM_9-EP-Internal_IT.pdf und KISTERS_BCM_9-EP-Internal_IT-Infrastructure.pdf.",BCM Handbook – 3.1 Detection and Reporting (Manager of Duty)
Wer ist „Manager of Duty“ und was entscheidet er?,"Der Manager of Duty (MoD) ist die höchste autorisierte Person, der in Notfällen Entscheidungen trifft. Der MoD wird durch das CEO (Chief Executive Officer) bestimmt und kann auch innerhalb von organisatorischen Einheiten eingesetzt werden.

Nach dem KISTERS Business Continuity Management-Handbuch [4] ist der MoD für die Entscheidung verantwortlich, ob ein Notfall oder eine Krise vorliegt. Wenn dies der Fall ist, muss der MoD das Emergency Response Team (ERT) informieren und entscheiden, welche Maßnahmen ergriffen werden müssen.

In Abschnitt 3.1 des Handbuchs [4] wird festgelegt, dass der MoD die Entscheidung trifft, ob ein Notfall oder eine Krise vorliegt, wenn der Bericht einer Einheit über einen Vorfall eingeholt wurde und dieser als potenzieller Notfall oder Krisenfall klassifiziert wurde. Wenn dies nicht der Fall ist, wird der Vorfall einfach in die Kategorie „Vorfall“ eingeordnet.

Im Falle eines Notfalls oder einer Krise muss der MoD entscheiden, ob der Emergency Response Plan (ERP) aktiviert werden soll und welche Maßnahmen ergriffen werden müssen, um den Notfall zu bewältigen.",BCM Handbook – 3.1 MoD
"Welche Fragen sollen IT-Helpdesk-Mitarbeiter stellen, um eine mögliche „Emergency“ zu erkennen?","Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" im Abschnitt ""3.1 Detection and Reporting"" sollten IT-Helpdesk-Mitarbeiter die folgenden Fragen stellen, um eine mögliche ""Emergency"" zu erkennen:

* Ist das betroffene IT-System oder die betroffene Anwendung ein wesentlicher Teil der Sicherheitsinfrastruktur (Virusmanagement, Firewall usw.)?
* Hat die Ausfall des betroffenen IT-Systems oder der betroffenen Anwendung einen Einfluss auf eine große Gruppe von Benutzern oder die wesentlichen Geschäftsprozesse bei KISTERS?
* Gibt es starke Verdachtsmomente auf absichtliche Daten- oder Systemsmanipulation (Datenleakage), unerlaubten Ausübung von Rechten oder gezielte Angriffe (physisch oder virtuell) auf IT-Komponenten?
* Allgemein: Ist zu erwarten, dass die Auswirkungen des gemeldeten Vorfalls mehr als 24 Stunden dauern werden? Wenn nötig, stellen Sie 2. Stufe-Betreuung für weitere Informationen zur Verfügung.
* Wird ein kritischer Geschäftsprozess durch den Ausfall beeinflusst? Ist zu erwarten, dass die Auswirkungen des Vorfalls mehr als den Maximum-Time-for-Decision (MTD) des Geschäftsprozesses dauern werden? Wenn nötig, stellen Sie 2. Stufe-Betreuung für weitere Informationen zur Verfügung.
* Hat der Ausfall des betroffenen IT-Systems oder der betroffenen Anwendung einen Einfluss auf externe Stakeholder wie Kunden, Medien oder Aufsichtsbehörden? Wenn nötig, stellen Sie den Benutzer für weitere Informationen zur Verfügung.

Wenn mindestens eine dieser Fragen mit ""JA"" beantwortet werden kann, sollten die IT-Helpdesk-Mitarbeiter den Manager of Duty sofort informieren.",BCM Handbook – 3.1.2 Key Questions IT Help Desk
"Nach welchen Leitfragen bewertet z. B. das IT Help Desk, ob ein Vorfall das Potenzial für eine Emergency oder Crisis hat?","Laut dem KISTERS_BCM_1-BCHandbook.pdf [4] evaluiert das IT Help Desk einen Vorfall nach folgenden Leitfragen:

* Hat der Serviceanbieter oder sein Zulieferer eine unvorhergesehene Betriebsunterbrechung, ein Notfall oder eine Krise durchgemacht oder ist dies vorhersehbar? [Ja/Nein]
* Hat der Serviceanbieter die Vertragsbeziehung einseitig aufgelöst und seine Dienste mit sofortiger Wirkung eingestellt? [Ja/Nein]

Sobald mindestens eine dieser Fragen mit ""JA"" beantwortet werden kann, soll der Manager des Dienstes (MoD) sofort benachrichtigt werden.",BCM Handbook – 3.1.2 Report Recipient: IT Help Desk (1st / 2nd Level Support)
Wo befindet sich der EMT-Raum im Headquarter und über welche alternativen Kanäle kann der EMT zusammenkommen?,"Laut dem BCM-Handbuch [1] befinden sich die EMT-Räume in den folgenden Standorten:

* Aachen: Pascalstraße 8-10, Raum D013 (Zugriff ist über Company ID/Accesskarte reguliert)
* Microsoft 365 Teams: KISTERS BCM-ERO (Link siehe [4])
* Microsoft 365 SharePoint: KISTERS BCM-ERO (Link siehe [5])

Alternativ kann der EMT auch über Microsoft 365 Teams oder SharePoint zusammenkommen, wenn die konventionelle Möglichkeit nicht verfügbar ist.",BCM Handbook – 3.3.1 Accessibility and Locations of EMT Rooms
Wo befindet sich der EMT-Raum im Headquarter?,"Laut dem Dokument KISTERS_BCM_1-BCHandbook.pdf, Abschnitt 3.3.1 ""Accessibilität und Standorte von EMT-Räumen"" befindet sich der EMT-Raum im Headquarter in Aachen (Pascalstraße 8-10, Raum D013). Der Zugang ist reglementiert via Firma-ID/ Zutrittskarte. Es gibt auch eine Microsoft 365 Teams-Landesverbindung: ""KISTERS BCM-ERO"" (siehe [4] ).",BCM Handbook – 3.3.1 EMT Rooms
Welche Vorbereitungsschritte sind im EMT-Raum vorgesehen?,"Laut dem Dokument KISTERS_BCM_1-BCHandbook.pdf, Abschnitt 3.3.2 Equipment and Preparation, sind folgende Vorbereitungsschritte im EMT-Raum vorgesehen:

- -Schließen und beaufschlagten des Raumes
- -Bewafftung von Visualisierungsbereichen wie Aktionstracking oder Ereignistimeline
- -Aufstellen von Tischen und Stühlen in U-Form in Richtung der Visualisierungsbereiche
- -Vorbereitung von Notfallmanual, Starten des Notfallnotebooks und Verbindung zum Netzwerk
- -Bewafftung einer Konferenzverbindung
- -Testen der Kommunikationsausrüstung und Technologie für Betriebsbereitschaft
- -Bewafftung von Catering und Getränken",BCM Handbook – 3.3.2 Equipment
"Welche Punkte müssen bei der Vorbereitung des EMT-Raums beachtet werden, bevor ein Notfallmeeting starten kann?","Nach dem BCM-Handbuch von KISTERS (Document: KISTERS_BCM_1-BCHandbook.pdf) muss der EMT-Raum folgendermaßen vorbereitet werden:

* Die Räume müssen geöffnet und gelüftet werden.
* Es sollten Visualisierungsoberflächen wie z.B. Aktionsverfolgung oder Ereignistimeline bereitgestellt werden.
* Tische und Stühle in einer U-Form in Richtung der Visualisierungsgebiete aufgestellt werden.
* Namensschilder und Rollenbeschreibungen für die EMT-Mitglieder bereitgestellt werden.
* Der Notfallhandbuch, Startnotizblock und Netzwerkanschluss vorbereitet werden.
* Eine Konferenzanrufverbindung bereitgestellt werden.
* Kommunikationsgeräte und Technologie auf ihre Betriebsbereitschaft getestet werden.

Quelle: KISTERS_BCM_1-BCHandbook.pdf, Section 3.3 EMT Room (KISTERS Headquarter)",BCM Handbook – 3.3.2 Equipment and Preparation
"Welche Aufgaben hat das Emergency Management Team bei der Entscheidungsfindung (z. B. Fakten, Optionen, Risiken)?","Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" im Abschnitt ""Responsibilities"" haben die Aufgaben des Head of EMT folgende Aspekte:

- -Sicherstellung und Festigung der Fähigkeit der EMT, aktiv zu sein
- -Bestimmung und Erklärung einer Notlage oder Krisensituation
- -Zuweisung unbelegter Rollen in der EMT
- -Einberufung der notwendigen Nothilfeteams
- -Informerichtung und -berichterstattung an die Unternehmensleitung

Der Abschnitt ""4 Work of Emergency Management Team"" im gleichen Dokument besagt, dass das Emergency Management Team folgende Prinzipien bei der Notfallarbeit anwendet:

* Loggen, Situationenberichte und EMT-Arbeit für die Dauer des EMT-Wirkens.

Dies scheint jedoch nicht direkt auf den Aspekt ""Fakten, Optionen, Risiken"" im Entscheidungsfindungsprozess einzugehen.","BCM Handbook – 4.1–4.4 Facts / Options / Expenses, Opportunities and Risks / Decision"
"Wie ist grundsätzlich vorgesehen, dass nach einem größeren IT-Ausfall der Betrieb wiederhergestellt wird (Notbetrieb, Wiederanlauf, Rückkehr zum Normalbetrieb)?","Laut dem Dokument KISTERS_BCM_6-BCP-GEN-SharedIT-Internal_IT.pdf ist das Verfahren wie folgt vorgesehen:

1. Wechsel in den Notbetrieb
	* So weit möglich sollen die IT-Infrastrukturen im Betrieb bleiben.
	* Funktionen auf Ersatzressourcen umstellen.
2. Start des Wiederherstellungsprozesses
	* Schaden beurteilen
	* Ressourcen wiederherstellen
	* Ersatzressourcen bereitstellen, wenn notwendig
	* Wiederaufnahme der Geschäftsprozesse
3. Rückkehr zum Normalbetrieb",BCM Handbook – 6.3 Failure of IT (Restart and recovery)
Welche Phasen umfasst die Rückkehr zum Normalbetrieb nach einem Notfall und wer entscheidet über die De-Eskalation?,"Laut dem Dokument ""KISTERS_BCM_1-BCHandbook.pdf"" (Sektion 7) besteht der Transfer zu Normaloperation in drei Phasen:

1. Maßnahmen zur Überleitung (Sektion 7.1)
2. De-Eskalation (Sektion 7.2)
3. Analyse und Bewertung von Emergency Response (Sektion 7.3)

Laut Sektion 7.2 wird nur der EMT de-escalieren, während alle Sonderbefugnisse innerhalb des BCM-ERO mit dem Zeitpunkt der De-Eskalation enden.

Quelle: KISTERS_BCM_1-BCHandbook.pdf | Sektion 7",BCM Handbook – 7 Transfer to Normal Operation (7.1 Measures Required for Transfer / 7.2 De-escalation / 7.3 Analysis and Evaluation)
Wie oft muss das Kontinuitätshandbuch überprüft werden und wer ist dafür verantwortlich?,"Das Kontinuitätshandbuch muss mindestens einmal pro Jahr von dem BCMO (Business Continuity Manager) überprüft werden, um sicherzustellen, dass es aktuell und geeignet ist. Wenn außerdem signifikante Änderungen in den Rahmenbedingungen der BCMS oder Ergebnisse aus Notfällen und Krisen vorkommen, müssen auch die erforderlichen Anpassungen vornehmen.",BCM Handbook – 8 Reviewing and Updating of Contingency Manual
